Title,Film,Year,Singer,Composer,Lyricist,Lyrics
suno re suno ek baat sunaauun  main bairaagii naachuun,bairaag,1976,rafi lata,kalyanjianandji,anand bakshi,  ra 	suno re suno ek baat sunaauun 	jhuuth hai yaa sach hai ye tum jaano 2 	 main bairaagii  2 naachuungaauun  la 	suno re suno ek baat sunaauun 	jhuuth hai yaa sach hai ye tum jaano 2 	 main bairaagan  2 naachuungaauun  ra 	o dekho in bedardon ko chhod ke laaj ke pardon ko 2 	galiigalii men auraten chhedatii phiratii hain in mardon ko la 	aapane sach faramaayaa hai sachchaa shor machaayaa hai 2 	mardon ke din biit gae aurat kaa zamaanaa aayaa hai 2 ra 	main naa maanuun la 	tum naa maano ra 	main kyaa jaanuun la 	tum kyaa jaano ra 	main to sabakaa dil bahalaauun 	main bairaagii threedots  la 	likhane vaalaa likhataa hai ik aisaa chashmaa bikataa hai 	jis chashme ke andar se bhaii andhon ko bhii dikhataa hai 2 ra 	jag men aise bande hain bandon ke aise dhandhe hain 	kyaa karanaa hai dekh ke jag ko achchhe hain jo andhe hain la 	tuu anajaanaa ra 	tuu anajaanii la 	tuu diivaanaa ra 	tuu diivaanii la 	diivaane ko kyaa samajhaauun 	main bairaagan threedots  	o raat ko jab din dhalataa hai prem kaa jaaduu chalataa hai 2 	tuu bairaagii kyaa jaane kaahe ko patangaa jalataa hai ra 	kah do is panihaarii se puuchh le duniyaa saarii se 	jale patangaa lekin khelen bairaagii chingaarii se la 	khel ke dekho ra 	chhed ke dekho la 	chhed ke dekho ra 	khel ke dekho 	main jo boluun kar dikhalaauun 	main bairaagii threedots 
mere mahabuub shaayad aaj kuchh naaraaz hain mujhase,kitne paas kitne door,1976,chandrani mukherjee,chand pardesi,d s sultaniya, mere mahabuub shaayad aaj kuchh naaraaz hain mujhase main kitane paas huun phir bhii    2 vo kitane duur hain mujhase mere mahabuub threedots  mujhe dar hai kii unakii berukhii kahiin jaan naa le le    2 karun kyaa gam judaaii kaa sahaa jaataa nahiin mujhase mere mahabuub threedots  vo mahafil men to aae hain magar chupachaap baithe hain    2 jo aashiq the mere kal tak na karate baat hain mujhase mere mahabuub threedots  kabhii mahasuus hotaa hai khushii ke din bhii aaenge    2 havelii jagamagaaegii mere dilavar ke aane se mere mahabuub threedots
are diivaanon mujhe pahachaanon  main huun don,don,1978,kishor,kalyanjianandji,anjaan,  are diivaanon mujhe pahachaanon kahaan se aayaa main huun kaun 2  main huun kaun  2  main huun  4 kaun  main huun don  2  main huun  4 don  are tumane jo dekhaa hai sochaa hai samajhaa hai jaanaa hai  vo main nahiin  2 logon kii nazaron ne mujhako yahaan jo bhii maanaa hai  vo main nahiin  2 aavaaraa baadal ko saudaaii paagaal ko duniyaa men samajhaa hai kaun are diivaanon threedots  are yaaron kaa vo yaar huun yaarii men jaan lutaa de jo  main huun vahii  2 dushman kaa dushman huun vo dushman ke chhakke chhudaa de jo  main huun vahii  2 tum jaano naa jaano maine to jaanaa hai mahafil men kaisaa hai kaun are diivaanon threedots  are maine kyaa sochaa hai kyaa kvaab hai merii aankhon men  tum jaano naa  2 maine bhii badalaa hai kyaa rang baaton hii baaton men  tum jaano naa  2 chehare pe cheharaa hai parade pe paradaa hai duniyaa men samajhaa hai kaun are diivaanon threedots 
uupar jaa ke yaad aaiin niiche kii baaten,naukari,1978,mukesh,r d burman,anand bakshi,  mu 	uupar jaa ke yaad aaiin niiche kii baaten 	honthon pe aaiin dil ke piichhe kii baaten 	are uupar jaa ke threedots  	 ai hasiinon aao  2 meraa dil bahalaao 	reshamii zulfon ke jaal bichhaao 	zindagii se bhii lambii hain ye kaalii raaten 	honthon pe aaiin threedots  ko 	ii yaa yaa yaa mu 	 doston dushmanon  2 gale mil ke zaraa 	chhed do koii kisse dil ke zaraa 	kaun jaane kab hongii phir ye mulaaqaaten 	honthon pe aaiin threedots 
ahadegam men bhii,nonfilm,1973,lata,k mahavir,khalish dehlvi, ahadegam men bhii muskuraate hain aansuon ke diye jalaate hain  apane daaman se kis liye ai dost shammehastii merii bujhaate hain  unake dar se jabiin ko takaraakar apanii taqadiir ko banaate hain   
tere ishq kaa mujhape huaa ye asar hai,naagin,1976,rafi asha,laxmikantpyarelal,verma malik,  ra 	tere ishq kaa mujhape huaa ye asar hai 2 	na apanii kabar hai na dil kii kabar hai aa 	tere ishq kaa mujhape huaa ye asar hai 2 	jidhar dekhatii huun tuu aataa nazar hai  	mujhe pyaar aisaa tumhaaraa milaa hai 	ke kaliyon ko jaise nazaaraa milaa hai ra 	jo shiishe men mujhako ishaaraa milaa hai 	ke tuufaan ko jaise kinaaraa milaa hai 	terii hii nazar pe ye merii nazar hai 	tere ishq kaa threedots  aa 	ye jii chaahataa hai o mere sanam 	ke do kii jagah ek ho jaaen ham ra 	tere haath hai maut aur zindagii 	lo ab aa gaii faisale kii ghadii aa 	hotaa nahiin ab to mujhase sabar hai 	tere ishq kaa threedots ra 	na apanii kabar threedots 
main to har mod par tujhako duungaa sadaa,chetana,1970,mukesh,sapan jagmohan,naqsh lyallpuri,  main to har mod par tujhako duungaa sadaa merii aavaaz ko dard ke saaz ko tuu sune naa sune main to har mod threedots  mujhe dekhakar kah rahe hain sabhii mohabbat kaa haasil hai diivaanagii 2 pyaar kii raah men phuul bhii the magar maine kaante chune main to har mod threedots  jahaan dil jhukaa thaa vahiin sar jhukaa mujhe koii sajadon se rokegaa kyaa 2 kaash tuuten naa vo aarazuu ne merii kvaab jo hain bune main to har mod threedots  merii zindagii men yahii gam rahaa teraa saath bhii to bahut kam rahaa 2 dil ne saathii mere terii chaahat men the kvaab kyaakyaa bune main to har mod threedots  tere gesuon kaa vo saayaa kahaan vo baanhon kaa terii sahaaraa kahaan ab vo aanchal kahaan merii palakon se jo bhiige motii chune main to har mod threedots 
main raajaa tuu raanii,dildaar,1977,kishore asha,laxmikant pyarelal,anand bakshi,  main raajaa tuu raanii tuu raajaa main raanii main premanagar kaa raajaa tuu ruupanagar kii raanii rahe na duniyaa rahegii teriimerii kahaanii main raajaa tuu threedots  kab se dharatii ambar jhuum rahaa hai jaane raahii nae hain raaste sadiyon puraane ye hii hai merii priit jo priitam sabase puraanii main raajaa tuu threedots  khilane kaa jinako aramaan hotaa hai har us kalii pe ye gumaan hotaa hai teremere pyaar kii hai ye koii nishaanii main raajaa tuu threedots  kaun se chaandsitaare ham jaane kaun hain kis nadiyaa ke dhaare ham jaane kaun hain jo bhii hain ik jaan hain donon ek zindagaanii main raajaa tuu threedots 
daaruu kii botal men  phir naa kahanaa michal daaruu,majboor,1974,kishor,laxmikantpyarelal,anand bakshi,  daaruu kii botal men saaheb paanii bharataa hai phir naa kahanaa michal daaruu pii kar dangaa karataa hai  shii shiish e kaisaa karataa aisaa kaahe ko hotaa dekh le jis din michal ko raat ko seth nahiin sotaa kud chorii karataa hai lekin chor se darataa hai phir naa kahanaa threedots  jangal men hain mor bade shahar men hain chor bade apane bhii ustaad yahaan pade hue aur bade phir naa kahanaa threedots  saalmahiine ke lie khaanepiine ke lie kitanaa paisaa chaahie aakir jiine ke lie log diivaane hain jo is paise pe marataa hai phir naa kahanaa threedots 
ab ke naa saawan barase,kinaaraa,1977,lata,r d burman,gulzar, abake naa saawan barase abake naa saawan barase ho abake baras to barasengii ankhiyaan abake naa saawan barase ho abake baras to barasengii ankhiyaan abake naa saawan barase  jaane kaise abake ye mausam beete aa aa aa aa jaane kaise abake ye mausam beete beetegii jo tere bin wo kam beete tere binaa saawan suune tere binaa ab to ye man tarase  jaane kab aaye din din dhal jaaye din dhal jaaye jaane kab aaye din din dhal jaaye tere bin ankhiyon se raat naa jaaye tere binaa raat naa jaaye tere binaa ab to ye din tarase
rok lo apanii mast angadaaii  dil ne dil se jaane kyaa kahaa,rakhwaalaa,1971,rafi lata,kalyanjianandji,hasrat,  ra 	rok lo apanii mast angadaaii donon aalam na tuut jaaen kahiin la 	aasamaan ke hasiin haathon se chaandsuuraj na chhuut jaaen kahiin   ra 	dil ne dil se jaane kyaa kahaa ho tere nain mere nain dekhate rahe ho 2 la 	baatonbaaton men jaane kyaa huaa ho tere nain mere nain dekhate rahe ho 2  ra 	in bahaaron ne dulhan banaayaa tujhe 	aur kiranon kaa jevar pahanaayaa tujhe 	saare kasiidon ne milakar sajaayaa tujhe 	pyaar se havaa ne jhuulaa jhulaayaa tujhe 	aayaa mausam javaan pyaar kaa ho 	tere nain mere nain threedots  la 	terii baanhon kaa aisaa sahaaraa milaa 	jaise tuufaanon men koii kinaaraa milaa 	mere haathon ko daaman tumhaaraa milaa 	jaise nadiyon ko saagar kaa dhaaraa milaa 	dil kushii se machalane lagaa ho 	tere nain mere nain threedots  ra 	tere jalavon se roshan nazaare rahen 	in nazaaron men tere ishaare rahen la 	niile ambar pe jab tak sitaare rahen 	tum hamaare raho ham tumhare rahen ra 	teraa rakhavaalaa dil hai meraa ho 	tere nain mere nain threedots 
husn haazir hai muhabbat kii sazaa paane ko,laila majnu,1976,lata,madan mohan,sahir,  husn haazir hai muhabbat kii sazaa paane ko koii patthar se na maare mere diivaane ko  mere diivaane ko itanaa na sataao logon ye to vahashii hai tumhiin hosh men aao logon bahut ranjuur hai ye gamon se chuur hai ye kudaa kaa kauf uthaao bahut majabuur hai ye kyon chale aaye ho bebas pe sitam dhaane ko koii patthar se na maare threedots  mere jalavon kii kataa hai jo ye diivaanaa huaa main huun mujarim ye agar hosh se begaanaa huaa mujhe suulii chadhaa do yaa sholon pe jalaa do koii shiqavaa nahiin hai jo jii chaahe sazaa do baksh do is ko main taiyaar huun mit jaane ko koii patthar se na maare threedots  pattharon ko bhii vafaa phuul banaa sakatii hai ye tamaashaa bhii sareaam dikhaa sakatii hai lo ab patthar uthaao zamaane ke kudaaon main tum ko aazamaauun mujhe tum aazamaao ab duaa arsh pe jaatii hai asar laane ko koii patthar se na maare threedots 
pyaas thii phir bhii taqaazaa na kiyaa,aalingan the embrace,1974,manna dey,jaidev,jan nisar akhtar, pyaas thii phir bhii taqaazaa na kiyaa jaane kyaa sochake aisaa na kiyaa  badhake haathon pe uthaa lenaa thaa tujhako siine se lagaa lenaa thaa tere honthon se tere gaalon se mujhako har rang churaa lenaa thaa jaane kyaa sochake aisaa na kiyaa  haath aanchal se jo takaraa jaataa ek rangiin nashaa saa chhaa jaataa tere siine pe khulii zulfon ko chuum letaa to qaraar aa jaataa jaane kyaa sochakar aisaa na kiyaa
akhiyon ko rehane do akhiyon ke aas paas,bobby,1973,lata,laxmikantpyarelal,anand bakshi, tuutake dil ke tukade tukade ho gae mere siine men aa gale lagake mar jaaen kyaa rakhaa hai jiine men  ankhiyon ko rahane de ankhiyon ke aas paas duur se dil kii bujhatii rahe pyaas  dard zamaane men kam nahiin milate sab ko mohabbat se gam nahiin milate tuutane vaale dil hote hain kuchh khaas duur se dil kii bujhatii rahe pyaas  rah gaii duniyaa men naam kii khushiyaan tere mere kis kaam kii khushiyaan saarii umr hamako rahana hai yuun udaas duur se dil kii bujhatii rahe pyaas 
mere sapanon kii raanii tum nahiin ho  ho mil gaii,jawaan mohabbat,1971,rafi rafi asha,shankarjaikishan,hasrat,  mere sapanon kii raanii  tum nahiin ho  3 2 vo hai siidhiisaadii bholiibhaalii hiranii jaisii aankhon vaalii  haay mere sapanon kii threedots   jo usamen adaa hai kisii men nahiin jo usamen hayaa hai kisii men nahiin  2 mujhe merii jaanevafaa chaahie mujhe to vahii dilarubaa chaahie mere sapanon kii threedots ra 	 ho  mil gaii  5 2 	mere sapanon kii raanii mujhako mil gaii mil gaii  2 aa 	 o  khul gaii  5 2 	tum mile to merii qismat khul gaii khul gaii  2  ra 	dil meraa diivaanaa thaa bin tere viiraanaa thaa 	tere dam se baat banii varanaa ek afasaanaa thaa 2 	o  dhal gaii  5 	naagin jaisii kaalii rainaa dhal gaii dhal gaii aa 	o khul gaii threedots  	tuu hai mast nigaahon men mere dil kii raahon men 	dekh samaan kyaa kahataa hai aajaa ab to baanhon men 2 	o  jal gaii  5 	shamaa kushii kii mere dil men jal gaii jal gaii ra 	o mil gaii threedots aa 	o khul gaii threedots ra 	o mil gaii threedots 
ek akelaa is shahar men raat men aur dopahar men,gharonda,1977,bhupinder,jaidev,gulzar, ek akelaa is shahar men raat men aur dopahar men aabodaanaa dhuundhataa hai aashiyaanaa dhuundhataa hai  din khaalii khaalii bartan hai aur raat hai jaise andhaa kunvaa in suunii andherii aankhon men aansu kii jagah aataa hain dhunaa jiine kii vajah to koii nahiin marane kaa bahaanaa dhuundhataa hai ek akelaa is shehar men  in umr se lambii sadakon ko manzil pe pahunchate dekhaa nahiin bas daudatii phiratii rahatii hain ham ne to thaharate dekhaa nahiin is ajanabii se shehar men jaanaa pahachaanaa dhuundhataa hai ek akelaa is shehar men
kahiin aisaa na ho tum ajanabii raahon men,milaap,1972,rafi,braj bhooshan,naqsh lyallpuri,  kahiin aisaa na ho tum ajanabii raahon men kho jaao mere saathii merii aavaaz ke piichhe  chale aao  2  pareshaan zindagii ko aas kaa saahil nazar aae mujhe phir pyaar kii khoii huii manzil nazar aae havaaon men zaraa tum reshamii aanchal ko laharaao mere saathii merii threedots  na jaane kitanii baar aayaa gayaa mausam bahaaron kaa magar ab tak nahiin badalaa muqaddar beqaraaron kaa sabhii gam duur ho jaaen jo tum ik baar mil jaao mere saathii merii threedots 
ab jo mile hain to baahon ko baahon men,caravan,1971,asha,r d burman,majrooh,  ab jo mile hain to baahon ko baahon men rahane de saajanaa sachche ke jhoothe hain honthon ko honthon se kahane de saajanaa naa naa 2  haay re haay re haay re saajana  yuun hii nashaa chadhataa rahe 2 ke teraa pyaar badhataa rahe ye jhoomataa saayaa teraa tan pe mere padataa rahe tuu aa gayaa jo hosh men kyaa hogaa phir ye bhool jaa 2  tuu hai havaa sholaa huun main 2 mil ke bhii jo mil naa sake bujh naa sake tere binaa tere binaa jal na sake majaboor huun terii qasam jhoothii nahiin merii vafaa 2  ab jo mile hain to mujhako nigaahon men rahane de saajanaa sachche ke jhoothe hain nainon ko nainon se kahane de saajanaa naa naa  ab jo mile hain to mujhako nigaahon men rahane de saajanaa sachche ke jhoothe hain nainon ko nainon se kahane de saajanaa threedots  
chhadii re chhadii kaisii gale men padii,mausam,1975,rafi lata,madan mohan,gulzar,  ra 	chhadii re chhadii kaisii gale men padii 2 	pairon kii bedii kabhii lage hathakadii 	chhadii re chhadii kaisii gale men padii 2  	 siidhesiidhe raaston ko 	thodaa saa mod de do  2 	bejod ruuhon ko 	halkaa saa jod de do 	jod do na tuut jaaye saanson kii ladii 2 	chhadii re chhadii kaisii gale men padii 2  la 	chhadii re chhadii kaisii gale men padii 2 	pairon kii bedii kabhii lage hathakadii 	chhadii re chhadii kaisii gale men padii 2  	dhiiredhiire chalanaa sapane 	niindon men dar jaate hain 	ho 	dhiiredhiire chalanaa sapane 	niindon men dar jaate hain 	kahate hain sapane kabhii 	jaage to mar jaate hain 	niind se na jaage koii kaabon kii ladii 2 	chhadii re chhadii kaisii gale men padii 2  	lagataa hai saanson men 	tuutaa hai kaanch koii 	ho 	lagataa hai saanson men 	tuutaa hai kaanch koii 	chubhatii hai siine men 	bhiinii sii aanch koii 	aanchal men baandh lii hai aag kii ladii 2 	chhadii re chhadii kaisii gale men padii 2 	pairon kii bedii kabhii lage hathakadii 	chhadii re chhadii kaisii gale men padii ra 	chhadii re chhadii kaisii gale men padii la 	chhadii re chhadii kaisii gale men padii 
kyaa hai meraa naam  ye duniyaa ek nambarii,dus numbari,1976,mukesh,laxmikantpyarelal,majrooh,  kyaa hai meraa naam na puuchho gir jaaenge jaam na puuchho kaun huun main ye jaan ke sabako lag jaaegii tharatharii ye duniyaa ek nambarii to main das nambarii  is mahafil men kis par kyaa rang chadhaa sab jaanuun kaun chhupaa kis bhesh men pyaare main sabako pahachaanuun kyaa hai meraa naam threedots  luut ke jisakaa ghar baithe ho mahal sajaae apanaa usakaa lahuu pukaar rahaa hai yaar bachoge kitanaa zulm hain jitane raat aur din ke luungaa badale sab gingin are badebadon kii kar dii tabiiyat harii ye duniyaa ek nambarii threedots kahat kabiir suno bhaii saadho baat kahuun main kharii ye duniyaa ek nambarii to main das nambarii 2  ek nanbar kaa haath dikhaayaa jab kah ke jay kaalii kitane hii sethon kii bhaarii jeben ho gaiin khaalii do nambar hai aur niraalaa dekhuun aur khul jaae taalaa ud ke jeb men aa jaae hare not kii parii ye duniyaa ek nambarii threedots  nambar tiin kaa chamatkaar dekho jab phenkuun pattaa sabakii tabiiyat karuun saaf dillii ho yaa kalakattaa chauthe ne raah gazab kaa jhaansaa aap kiyaa duuje ko phaansaa kabhiikabhii to pulis ko ulte dikhalaauun hathakadii ye duniyaa ek nambarii threedots  paanchavaa nambar zulm kaa dushman main dukhiyon kaa saathii chhathaa desh ke gaddaaron se chhiin luun ghar kii baatii nambar saath kare jo dangaa ek haath men kar duun changaa langadiitangadii chhuriikataarii sab rah jaaen dharii ye duniyaa ek nambarii threedots  kalaa aathaviin ye hai ki main pyaar se milataa sabase pyaar kii kaatir insaan kyaa hai lad jaauun main rab se navaan jo mile mujhe hasiinaa nau din tak na ruke pasiinaa aur nambar das das  likhaa hai ye to har thaane men sifat hai kyaakyaa diivaane men jitanii uungaliyaan in haathon men utanii jaadugarii ye duniyaa ek nambarii threedots 
tamannaaepareshaandil ne phir tumako,beewee kiraaye ki,1975,mukesh asha,h parashuram,anjum jaipuri,  mu 	tamannaaepareshaandil ne phir tumako pukaaraa hai 	zaraa aakar to dekho haaledil ye dil tumhaaraa hai aa 	bhalaa aauun to kaise jiite jii duniyaa ne maaraa hai 	jahaan vaalon ke aage kyaa karuun dil besahaaraa hai do 	tamannaaepareshaan threedots  mu 	sitaare merii haalat dekh ke chupachaap rote hain 	yahii raaton kaa aalam aur yahii din kaa nazaaraa hai 	tamannaaepareshaan threedots  aa 	mujhe tum bhuul jaao kvaab to tuutaa hii karate hain 	sivaa mere jahaan men aaj bhii sab kuchh tumhaaraa hai 	tamannaaepareshaan threedots  do 	raho chaahe jahaan bhii dil se tum jaane na paaoge 	bhalaa ho is jahaan kaa har koii dushman hamaaraa hai 	bhalaa ho is jahaan kaa mu 	har koii dushman hamaaraa hai 
zindagii men jab tumhaare gam nahiin the,dooriyaan distances,1979,bhupinder anuradha paudwal,jaidev,sudarshan faakir, anuradha zindagii men jab tumhaare gam nahiin the itane tanahaa the ki ham bhii ham nahiin the  anuradha waqt par jo log kaam aae hain aksar ajanabii the vo mere hamadam nahiin the  bhupindar besabab thaa teraa milanaa rahaguzar men haadase har mod par kuchh kam nahiin the anuradha hamane kvaabon men kudaa banakar bhii dekhaa aap the baahon men do aalam nahiin the  bhupindar saamane diiwaar thii kuddaariyon kii varanaa raste pyaar ke purakam nahiin the
ai mere nanhe gulafaam merii niind tere naam,jaagriti,1977,asha,laxmikantpyarelal,sahir, ai mere nanhe gulafaam merii niind tere naam teraa bachapan paak rahe mujh par to hai sii ilzaam kis kaa padaa tujh par saayaa kis ne ye raastaa dikhalaayaa kaun tujhe is ghar laayaa ye ghar rusavaa badanaam in galiyon kii qismat hai tuute gajare jhuuthe jaam ai mere threedots  zakmii saazon kii jhanakaar ghaayal giiton kii gunjaar dukhate tan kii chiikh pukaar aiyaashon ke khel kaa naam in kuuchon men hotaa hai aramaanon kaa katleaam ai mere threedots  is bastii men zahar ghule har botii rotii men tule in galiyon kii aankh khule jab dharatii par chhaae shaam so na gayaa to dekhegii maan bahanon ke lagate daam ai mere threedots
jaa re jaa main tose naa boluun,mr romeo,1973,lata,r d burman,anand bakshi, o o o  jaa re jaa main tose naa boluun 2 samajhaa hai kyaa tuune mujhe daulat se main dil ko naa toluun jaa re jaa    merii nazar men hai teri nazar kii mastii merii judaa tujhase koii nahiin hai hastii  2 jo tuu wo main huun aur kuchh nahiin huun main warnaa sang tere kyuun doluun jaa re jaa    maanaa jaruurii hai paisaa nahiin par aisaa paisaa bahut dekhaa dekhaa nahiin tum jaisaa  2 le aaye tuu hii re to bhii naa maanu do miithe baaton se khush ho luun jaa re jaa    kaisii suhaanii hai saawan kii lambii raaten aajaa muhabbat kii chheden wahii phir baaten  2 tuu merii baiyaa ko thaam aa re saiyaa sharamaauun main ghunghat naa kholuun jaa re jaa  
